col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected
45,17,TypeC,21800,000000000000000000000011100000000000000000000000000000000000000000000001110000000000000000000011111100000000000000000000000000000000011100000000000000000000001111100000,0,0
46,18,TypeC,21800,000000000000000000000011100000000000000000000000000000000000000000000001110000000000000000000011111100000000000000000000000000000000011100000000000000000000001111100000,0,0
47,19,TypeC,21800,000000000000000000000011100000000000000000000000000000000000000000000001110000000000000000000011111100000000000000000000000000000000011100000000000000000000001111100000,0,0
48,0,TypeA,47400,000000000000111111111100000000000000000000000000000000000000111111110000000000000000000000000000000000001111111110000000000000000011111111110000000000011111111000000000,0,0
49,1,TypeA,47400,000000000000111111111100000000000000000000000000000000000000111111110000000000000000000000000000000000001111111110000000000000000011111111110000000000011111111000000000,0,0
50,2,TypeA,47400,000000000000111111111100000000000000000000000000000000000000111111110000000000000000000000000000000000001111111110000000000000000011111111110000000000011111111000000000,0,0
51,3,TypeA,47400,000000000000111111111100000000000000000000000000000000000000111111110000000000000000000000000000000000001111111110000000000000000011111111110000000000011111111000000000,0,0
52,12,TypeC,28000,000000000000000000000000000011111100000000000000000000000000000000000001111000000000000000000000011111100000000000000000000000000011110000000000000000000011111000000000,0,0
53,13,TypeC,28000,000000000000000000000000000011111100000000000000000000000000000000000001111000000000000000000000011111100000000000000000000000000011110000000000000000000011111000000000,0,0
54,14,TypeC,28000,000000000000000000000000000011111100000000000000000000000000000000000001111000000000000000000000011111100000000000000000000000000011110000000000000000000011111000000000,0,0
55,15,TypeC,28000,000000000000000000000000000011111100000000000000000000000000000000000001111000000000000000000000011111100000000000000000000000000011110000000000000000000011111000000000,0,0
56,16,TypeC,28000,000000000000000000000000000011111100000000000000000000000000000000000001111000000000000000000000011111100000000000000000000000000011110000000000000000000011111000000000,0,0
57,17,TypeC,28000,000000000000000000000000000011111100000000000000000000000000000000000001111000000000000000000000011111100000000000000000000000000011110000000000000000000011111000000000,0,0
58,18,TypeC,28000,000000000000000000000000000011111100000000000000000000000000000000000001111000000000000000000000011111100000000000000000000000000011110000000000000000000011111000000000,0,0
59,19,TypeC,28000,000000000000000000000000000011111100000000000000000000000000000000000001111000000000000000000000011111100000000000000000000000000011110000000000000000000011111000000000,0,0
60,12,TypeC,21000,000000000000000000000000000000000000000000011100000000000000000000000011111000000000000000000011111100000000000000111000000000000000000000000011110000000000000000000000,0,0
61,13,TypeC,21000,000000000000000000000000000000000000000000011100000000000000000000000011111000000000000000000011111100000000000000111000000000000000000000000011110000000000000000000000,0,0
62,14,TypeC,21000,000000000000000000000000000000000000000000011100000000000000000000000011111000000000000000000011111100000000000000111000000000000000000000000011110000000000000000000000,0,0
63,15,TypeC,21000,000000000000000000000000000000000000000000011100000000000000000000000011111000000000000000000011111100000000000000111000000000000000000000000011110000000000000000000000,0,0
64,16,TypeC,21000,000000000000000000000000000000000000000000011100000000000000000000000011111000000000000000000011111100000000000000111000000000000000000000000011110000000000000000000000,0,0
65,17,TypeC,21000,000000000000000000000000000000000000000000011100000000000000000000000011111000000000000000000011111100000000000000111000000000000000000000000011110000000000000000000000,0,0
66,18,TypeC,21000,000000000000000000000000000000000000000000011100000000000000000000000011111000000000000000000011111100000000000000111000000000000000000000000011110000000000000000000000,0,0
67,19,TypeC,21000,000000000000000000000000000000000000000000011100000000000000000000000011111000000000000000000011111100000000000000111000000000000000000000000011110000000000000000000000,0,0
68,12,TypeC,23500,000000000000000000000000000001111100000000000000111110000000000000000000000000000000000000000000011100000000000000000001111000000000011111000000000000000000000000000000,0,0
69,13,TypeC,23500,000000000000000000000000000001111100000000000000111110000000000000000000000000000000000000000000011100000000000000000001111000000000011111000000000000000000000000000000,0,0
70,14,TypeC,23500,000000000000000000000000000001111100000000000000111110000000000000000000000000000000000000000000011100000000000000000001111000000000011111000000000000000000000000000000,0,0
71,15,TypeC,23500,000000000000000000000000000001111100000000000000111110000000000000000000000000000000000000000000011100000000000000000001111000000000011111000000000000000000000000000000,0,0
72,16,TypeC,23500,000000000000000000000000000001111100000000000000111110000000000000000000000000000000000000000000011100000000000000000001111000000000011111000000000000000000000000000000,0,0
73,17,TypeC,23500,000000000000000000000000000001111100000000000000111110000000000000000000000000000000000000000000011100000000000000000001111000000000011111000000000000000000000000000000,0,0
74,18,TypeC,23500,000000000000000000000000000001111100000000000000111110000000000000000000000000000000000000000000011100000000000000000001111000000000011111000000000000000000000000000000,0,0
75,19,TypeC,23500,000000000000000000000000000001111100000000000000111110000000000000000000000000000000000000000000011100000000000000000001111000000000011111000000000000000000000000000000,0,0
76,4,TypeB,31200,000001111100000000000000000111111100000000000000000000000000000000000000000000000011111100000000000000111111110000000000000000000000011110000000000000000000000000000000,0,0
77,5,TypeB,31200,000001111100000000000000000111111100000000000000000000000000000000000000000000000011111100000000000000111111110000000000000000000000011110000000000000000000000000000000,0,0
78,6,TypeB,31200,000001111100000000000000000111111100000000000000000000000000000000000000000000000011111100000000000000111111110000000000000000000000011110000000000000000000000000000000,0,0
79,7,TypeB,31200,000001111100000000000000000111111100000000000000000000000000000000000000000000000011111100000000000000111111110000000000000000000000011110000000000000000000000000000000,0,0
80,8,TypeB,31200,000001111100000000000000000111111100000000000000000000000000000000000000000000000011111100000000000000111111110000000000000000000000011110000000000000000000000000000000,0,0
81,9,TypeB,31200,000001111100000000000000000111111100000000000000000000000000000000000000000000000011111100000000000000111111110000000000000000000000011110000000000000000000000000000000,0,0
82,10,TypeB,31200,000001111100000000000000000111111100000000000000000000000000000000000000000000000011111100000000000000111111110000000000000000000000011110000000000000000000000000000000,0,0
83,11,TypeB,31200,000001111100000000000000000111111100000000000000000000000000000000000000000000000011111100000000000000111111110000000000000000000000011110000000000000000000000000000000,0,0
84,4,TypeB,33200,000000000011111000000000000000001111111100000000000000000000000000000000000000000011111110000000000000000000011111111000000000000000011110000000000000000000000000000000,0,0
85,5,TypeB,33200,000000000011111000000000000000001111111100000000000000000000000000000000000000000011111110000000000000000000011111111000000000000000011110000000000000000000000000000000,0,0
86,6,TypeB,33200,000000000011111000000000000000001111111100000000000000000000000000000000000000000011111110000000000000000000011111111000000000000000011110000000000000000000000000000000,0,0
87,7,TypeB,33200,000000000011111000000000000000001111111100000000000000000000000000000000000000000011111110000000000000000000011111111000000000000000011110000000000000000000000000000000,0,0
88,8,TypeB,33200,000000000011111000000000000000001111111100000000000000000000000000000000000000000011111110000000000000000000011111111000000000000000011110000000000000000000000000000000,0,0
89,9,TypeB,33200,000000000011111000000000000000001111111100000000000000000000000000000000000000000011111110000000000000000000011111111000000000000000011110000000000000000000000000000000,0,0
90,10,TypeB,33200,000000000011111000000000000000001111111100000000000000000000000000000000000000000011111110000000000000000000011111111000000000000000011110000000000000000000000000000000,0,0
91,11,TypeB,33200,000000000011111000000000000000001111111100000000000000000000000000000000000000000011111110000000000000000000011111111000000000000000011110000000000000000000000000000000,0,0
92,4,TypeB,39100,000000000000000000111111100000000000011111110000000000000000000000011111111000000000000000000000011111111000000000000000000000000000011111110000000000000000000000000000,0,0
93,5,TypeB,39100,000000000000000000111111100000000000011111110000000000000000000000011111111000000000000000000000011111111000000000000000000000000000011111110000000000000000000000000000,0,0
94,6,TypeB,39100,000000000000000000111111100000000000011111110000000000000000000000011111111000000000000000000000011111111000000000000000000000000000011111110000000000000000000000000000,0,0
95,7,TypeB,39100,000000000000000000111111100000000000011111110000000000000000000000011111111000000000000000000000011111111000000000000000000000000000011111110000000000000000000000000000,0,0
96,8,TypeB,39100,000000000000000000111111100000000000011111110000000000000000000000011111111000000000000000000000011111111000000000000000000000000000011111110000000000000000000000000000,0,0
97,9,TypeB,39100,000000000000000000111111100000000000011111110000000000000000000000011111111000000000000000000000011111111000000000000000000000000000011111110000000000000000000000000000,0,0
98,10,TypeB,39100,000000000000000000111111100000000000011111110000000000000000000000011111111000000000000000000000011111111000000000000000000000000000011111110000000000000000000000000000,0,0
99,11,TypeB,39100,000000000000000000111111100000000000011111110000000000000000000000011111111000000000000000000000011111111000000000000000000000000000011111110000000000000000000000000000,0,0
100,0,TypeA,45400,000000001111111110000000000000000000000000000000000000001111111100000000000000000000000000000000000001111111110000000000000000011111111000000000000000000011111111100000,0,0
101,1,TypeA,45400,000000001111111110000000000000000000000000000000000000001111111100000000000000000000000000000000000001111111110000000000000000011111111000000000000000000011111111100000,0,0
102,2,TypeA,45400,000000001111111110000000000000000000000000000000000000001111111100000000000000000000000000000000000001111111110000000000000000011111111000000000000000000011111111100000,0,0
103,3,TypeA,45400,000000001111111110000000000000000000000000000000000000001111111100000000000000000000000000000000000001111111110000000000000000011111111000000000000000000011111111100000,0,0
104,4,TypeB,38100,000000000000000000111111100000000000000000000000000000000000111111110000000000000011111100000000000000111111110000000000000000001111111000000000000000000000000000000000,0,0
105,5,TypeB,38100,000000000000000000111111100000000000000000000000000000000000111111110000000000000011111100000000000000111111110000000000000000001111111000000000000000000000000000000000,0,0
106,6,TypeB,38100,000000000000000000111111100000000000000000000000000000000000111111110000000000000011111100000000000000111111110000000000000000001111111000000000000000000000000000000000,0,0
107,7,TypeB,38100,000000000000000000111111100000000000000000000000000000000000111111110000000000000011111100000000000000111111110000000000000000001111111000000000000000000000000000000000,0,0
108,8,TypeB,38100,000000000000000000111111100000000000000000000000000000000000111111110000000000000011111100000000000000111111110000000000000000001111111000000000000000000000000000000000,0,0
109,9,TypeB,38100,000000000000000000111111100000000000000000000000000000000000111111110000000000000011111100000000000000111111110000000000000000001111111000000000000000000000000000000000,0,0
110,10,TypeB,38100,000000000000000000111111100000000000000000000000000000000000111111110000000000000011111100000000000000111111110000000000000000001111111000000000000000000000000000000000,0,0
111,11,TypeB,38100,000000000000000000111111100000000000000000000000000000000000111111110000000000000011111100000000000000111111110000000000000000001111111000000000000000000000000000000000,0,0
112,12,TypeC,28100,000001111110000000000000000111111000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000011111000000000000000000,0,0
113,13,TypeC,28100,000001111110000000000000000111111000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000011111000000000000000000,0,0
114,14,TypeC,28100,000001111110000000000000000111111000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000011111000000000000000000,0,0
115,15,TypeC,28100,000001111110000000000000000111111000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000011111000000000000000000,0,0
116,16,TypeC,28100,000001111110000000000000000111111000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000011111000000000000000000,0,0
117,17,TypeC,28100,000001111110000000000000000111111000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000011111000000000000000000,0,0
118,18,TypeC,28100,000001111110000000000000000111111000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000011111000000000000000000,0,0
119,19,TypeC,28100,000001111110000000000000000111111000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000011111000000000000000000,0,0
120,0,TypeA,48100,000000000000000000000000000000000000000000000000000000001111111111000000000000111111111100000000000000000000011111111000000000000111111111000000000000001111111110000000,0,0
121,1,TypeA,48100,000000000000000000000000000000000000000000000000000000001111111111000000000000111111111100000000000000000000011111111000000000000111111111000000000000001111111110000000,0,0
122,2,TypeA,48100,000000000000000000000000000000000000000000000000000000001111111111000000000000111111111100000000000000000000011111111000000000000111111111000000000000001111111110000000,0,0
123,3,TypeA,48100,000000000000000000000000000000000000000000000000000000001111111111000000000000111111111100000000000000000000011111111000000000000111111111000000000000001111111110000000,0,0
124,4,TypeB,37100,000000001111111000000000000111111110000000000000000000000000111111000000000000000000000000000000000011111110000000000000000000000000011111110000000000000000000000000000,0,0
125,5,TypeB,37100,000000001111111000000000000111111110000000000000000000000000111111000000000000000000000000000000000011111110000000000000000000000000011111110000000000000000000000000000,0,0
126,6,TypeB,37100,000000001111111000000000000111111110000000000000000000000000111111000000000000000000000000000000000011111110000000000000000000000000011111110000000000000000000000000000,0,0
127,7,TypeB,37100,000000001111111000000000000111111110000000000000000000000000111111000000000000000000000000000000000011111110000000000000000000000000011111110000000000000000000000000000,0,0
128,8,TypeB,37100,000000001111111000000000000111111110000000000000000000000000111111000000000000000000000000000000000011111110000000000000000000000000011111110000000000000000000000000000,0,0
129,9,TypeB,37100,000000001111111000000000000111111110000000000000000000000000111111000000000000000000000000000000000011111110000000000000000000000000011111110000000000000000000000000000,0,0
130,10,TypeB,37100,000000001111111000000000000111111110000000000000000000000000111111000000000000000000000000000000000011111110000000000000000000000000011111110000000000000000000000000000,0,0
131,11,TypeB,37100,000000001111111000000000000111111110000000000000000000000000111111000000000000000000000000000000000011111110000000000000000000000000011111110000000000000000000000000000,0,0
132,4,TypeB,30700,000000000000000000000000000000000000000000000000000000000000001111111000000000111111110000000000000000000000011110000000000000000001111000000000000000000011111000000000,0,0
133,5,TypeB,30700,000000000000000000000000000000000000000000000000000000000000001111111000000000111111110000000000000000000000011110000000000000000001111000000000000000000011111000000000,0,0
134,6,TypeB,30700,000000000000000000000000000000000000000000000000000000000000001111111000000000111111110000000000000000000000011110000000000000000001111000000000000000000011111000000000,0,0
135,7,TypeB,30700,000000000000000000000000000000000000000000000000000000000000001111111000000000111111110000000000000000000000011110000000000000000001111000000000000000000011111000000000,0,0
136,8,TypeB,30700,000000000000000000000000000000000000000000000000000000000000001111111000000000111111110000000000000000000000011110000000000000000001111000000000000000000011111000000000,0,0
137,9,TypeB,30700,000000000000000000000000000000000000000000000000000000000000001111111000000000111111110000000000000000000000011110000000000000000001111000000000000000000011111000000000,0,0
138,10,TypeB,30700,000000000000000000000000000000000000000000000000000000000000001111111000000000111111110000000000000000000000011110000000000000000001111000000000000000000011111000000000,0,0
139,11,TypeB,30700,000000000000000000000000000000000000000000000000000000000000001111111000000000111111110000000000000000000000011110000000000000000001111000000000000000000011111000000000,0,0
140,4,TypeB,38400,000001111110000000000000000000000000011111110000000000000000000000000000000011111110000000000000000000000000011111111000000000000000000000000000000000011111111000000000,0,0
141,5,TypeB,38400,000001111110000000000000000000000000011111110000000000000000000000000000000011111110000000000000000000000000011111111000000000000000000000000000000000011111111000000000,0,0
142,6,TypeB,38400,000001111110000000000000000000000000011111110000000000000000000000000000000011111110000000000000000000000000011111111000000000000000000000000000000000011111111000000000,0,0
143,7,TypeB,38400,000001111110000000000000000000000000011111110000000000000000000000000000000011111110000000000000000000000000011111111000000000000000000000000000000000011111111000000000,0,0
144,8,TypeB,38400,000001111110000000000000000000000000011111110000000000000000000000000000000011111110000000000000000000000000011111111000000000000000000000000000000000011111111000000000,0,0
145,9,TypeB,38400,000001111110000000000000000000000000011111110000000000000000000000000000000011111110000000000000000000000000011111111000000000000000000000000000000000011111111000000000,0,0
146,10,TypeB,38400,000001111110000000000000000000000000011111110000000000000000000000000000000011111110000000000000000000000000011111111000000000000000000000000000000000011111111000000000,0,0
147,11,TypeB,38400,000001111110000000000000000000000000011111110000000000000000000000000000000011111110000000000000000000000000011111111000000000000000000000000000000000011111111000000000,0,0
148,0,TypeA,50400,000000000000000000000000000000000000000000000000000000001111111111000000000000111111111000000000000000001111111110000000000000011111111110000000000000001111111111000000,0,0
149,1,TypeA,50400,000000000000000000000000000000000000000000000000000000001111111111000000000000111111111000000000000000001111111110000000000000011111111110000000000000001111111111000000,0,0
150,2,TypeA,50400,000000000000000000000000000000000000000000000000000000001111111111000000000000111111111000000000000000001111111110000000000000011111111110000000000000001111111111000000,0,0
151,3,TypeA,50400,000000000000000000000000000000000000000000000000000000001111111111000000000000111111111000000000000000001111111110000000000000011111111110000000000000001111111111000000,0,0
152,0,TypeA,44400,000000000000111111110000000000000000000000000000000000000000011111111000000000001111111100000000000000000000000000000000000000111111111000000000000000001111111110000000,0,0
153,1,TypeA,44400,000000000000111111110000000000000000000000000000000000000000011111111000000000001111111100000000000000000000000000000000000000111111111000000000000000001111111110000000,0,0
154,2,TypeA,44400,000000000000111111110000000000000000000000000000000000000000011111111000000000001111111100000000000000000000000000000000000000111111111000000000000000001111111110000000,0,0
155,3,TypeA,44400,000000000000111111110000000000000000000000000000000000000000011111111000000000001111111100000000000000000000000000000000000000111111111000000000000000001111111110000000,0,0
156,0,TypeA,48200,000000000000000000000000000000000111111111000000000000001111111111000000000000000000000000000000000000001111111110000000000000000011111111110000000000001111111110000000,0,0
157,1,TypeA,48200,000000000000000000000000000000000111111111000000000000001111111111000000000000000000000000000000000000001111111110000000000000000011111111110000000000001111111110000000,0,0
158,2,TypeA,48200,000000000000000000000000000000000111111111000000000000001111111111000000000000000000000000000000000000001111111110000000000000000011111111110000000000001111111110000000,0,0
159,3,TypeA,48200,000000000000000000000000000000000111111111000000000000001111111111000000000000000000000000000000000000001111111110000000000000000011111111110000000000001111111110000000,0,0
160,0,TypeA,46700,000000111111111000000000000000001111111100000000000000001111111111000000000000000000000000000000000000000000000000000000000000111111111000000000000000001111111100000000,0,0
161,1,TypeA,46700,000000111111111000000000000000001111111100000000000000001111111111000000000000000000000000000000000000000000000000000000000000111111111000000000000000001111111100000000,0,0
162,2,TypeA,46700,000000111111111000000000000000001111111100000000000000001111111111000000000000000000000000000000000000000000000000000000000000111111111000000000000000001111111100000000,0,0
163,3,TypeA,46700,000000111111111000000000000000001111111100000000000000001111111111000000000000000000000000000000000000000000000000000000000000111111111000000000000000001111111100000000,0,0
164,12,TypeC,22200,000000000000000000000000000001111100000000000000111000000000000000000000000000000000000000000000000000000000000000000001111110000000000000011110000000000000011100000000,1,0
165,13,TypeC,22200,000000000000000000000000000001111100000000000000111000000000000000000000000000000000000000000000000000000000000000000001111110000000000000011110000000000000011100000000,1,0
166,14,TypeC,22200,000000000000000000000000000001111100000000000000111000000000000000000000000000000000000000000000000000000000000000000001111110000000000000011110000000000000011100000000,1,0
167,15,TypeC,22200,000000000000000000000000000001111100000000000000111000000000000000000000000000000000000000000000000000000000000000000001111110000000000000011110000000000000011100000000,1,0
168,16,TypeC,22200,000000000000000000000000000001111100000000000000111000000000000000000000000000000000000000000000000000000000000000000001111110000000000000011110000000000000011100000000,1,0
169,17,TypeC,22200,000000000000000000000000000001111100000000000000111000000000000000000000000000000000000000000000000000000000000000000001111110000000000000011110000000000000011100000000,1,0
170,18,TypeC,22200,000000000000000000000000000001111100000000000000111000000000000000000000000000000000000000000000000000000000000000000001111110000000000000011110000000000000011100000000,1,0
171,19,TypeC,22200,000000000000000000000000000001111100000000000000111000000000000000000000000000000000000000000000000000000000000000000001111110000000000000011110000000000000011100000000,1,0
172,0,TypeA,49400,000000000000000000000000000000000000000000000000000000001111111110000000000000111111111100000000000000000000011111111000000000000011111111110000000000001111111111000000,0,0
173,1,TypeA,49400,000000000000000000000000000000000000000000000000000000001111111110000000000000111111111100000000000000000000011111111000000000000011111111110000000000001111111111000000,0,0
174,2,TypeA,49400,000000000000000000000000000000000000000000000000000000001111111110000000000000111111111100000000000000000000011111111000000000000011111111110000000000001111111111000000,0,0
175,3,TypeA,49400,000000000000000000000000000000000000000000000000000000001111111110000000000000111111111100000000000000000000011111111000000000000011111111110000000000001111111111000000,0,0
176,12,TypeC,19900,011100000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000011100000000000000000000000011111100000000000000000000011110000000000000,0,0
177,13,TypeC,19900,011100000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000011100000000000000000000000011111100000000000000000000011110000000000000,0,0
178,14,TypeC,19900,011100000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000011100000000000000000000000011111100000000000000000000011110000000000000,0,0
179,15,TypeC,19900,011100000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000011100000000000000000000000011111100000000000000000000011110000000000000,0,0
180,16,TypeC,19900,011100000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000011100000000000000000000000011111100000000000000000000011110000000000000,0,0
181,17,TypeC,19900,011100000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000011100000000000000000000000011111100000000000000000000011110000000000000,0,0
182,18,TypeC,19900,011100000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000011100000000000000000000000011111100000000000000000000011110000000000000,0,0
183,19,TypeC,19900,011100000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000011100000000000000000000000011111100000000000000000000011110000000000000,0,0
184,0,TypeA,46400,000000001111111110000000000000000000000000000000000000000000011111111000000000000000000000000000000000000000111111111000000000000111111110000000000000111111111100000000,0,0
185,1,TypeA,46400,000000001111111110000000000000000000000000000000000000000000011111111000000000000000000000000000000000000000111111111000000000000111111110000000000000111111111100000000,0,0
186,2,TypeA,46400,000000001111111110000000000000000000000000000000000000000000011111111000000000000000000000000000000000000000111111111000000000000111111110000000000000111111111100000000,0,0
187,3,TypeA,46400,000000001111111110000000000000000000000000000000000000000000011111111000000000000000000000000000000000000000111111111000000000000111111110000000000000111111111100000000,0,0
188,12,TypeC,24300,000000000000000000000000000000000000011100000000000000111100000000000000000000000000000000000000000000000000000011111000000000000111111000000000000000111000000000000000,0,0
189,13,TypeC,24300,000000000000000000000000000000000000011100000000000000111100000000000000000000000000000000000000000000000000000011111000000000000111111000000000000000111000000000000000,0,0
